Entity,Code,Date,Total confirmed cases of COVID-19 (cases)
Lebanon,LBN,2020-04-02,479
Lebanon,LBN,2020-04-03,494
Lebanon,LBN,2020-04-04,494
Liberia,LBR,2020-03-17,1
Liberia,LBR,2020-03-18,2
Liberia,LBR,2020-03-19,2
Liberia,LBR,2020-03-20,2
Liberia,LBR,2020-03-21,2
Liberia,LBR,2020-03-22,3
Liberia,LBR,2020-03-23,3
Liberia,LBR,2020-03-24,3
Liberia,LBR,2020-03-25,3
Liberia,LBR,2020-03-26,3
Liberia,LBR,2020-03-27,3
Liberia,LBR,2020-03-28,3
Liberia,LBR,2020-03-29,3
Liberia,LBR,2020-03-30,3
Liberia,LBR,2020-03-31,3
Liberia,LBR,2020-04-01,3
Liberia,LBR,2020-04-02,6
Liberia,LBR,2020-04-03,6
Liberia,LBR,2020-04-04,7
Libya,LBY,2020-03-25,1
Libya,LBY,2020-03-26,1
Libya,LBY,2020-03-27,1
Libya,LBY,2020-03-28,1
Libya,LBY,2020-03-29,1
Libya,LBY,2020-03-30,8
Libya,LBY,2020-03-31,8
Libya,LBY,2020-04-01,10
Libya,LBY,2020-04-02,10
Libya,LBY,2020-04-03,11
Libya,LBY,2020-04-04,11
Liechtenstein,LIE,2020-03-05,1
Liechtenstein,LIE,2020-03-12,3
Liechtenstein,LIE,2020-03-13,4
Liechtenstein,LIE,2020-03-14,4
Liechtenstein,LIE,2020-03-15,4
Liechtenstein,LIE,2020-03-16,7
Liechtenstein,LIE,2020-03-17,7
Liechtenstein,LIE,2020-03-18,7
Liechtenstein,LIE,2020-03-19,25
Liechtenstein,LIE,2020-03-20,25
Liechtenstein,LIE,2020-03-21,34
Liechtenstein,LIE,2020-03-22,36
Liechtenstein,LIE,2020-03-23,46
Liechtenstein,LIE,2020-03-24,46
Liechtenstein,LIE,2020-03-25,47
Liechtenstein,LIE,2020-03-26,51
Liechtenstein,LIE,2020-03-27,56
Liechtenstein,LIE,2020-03-28,60
Liechtenstein,LIE,2020-03-29,61
Liechtenstein,LIE,2020-03-30,62
Liechtenstein,LIE,2020-03-31,64
Liechtenstein,LIE,2020-04-01,68
Liechtenstein,LIE,2020-04-02,72
Liechtenstein,LIE,2020-04-03,75
Liechtenstein,LIE,2020-04-04,75
Lithuania,LTU,2019-12-31,0
Lithuania,LTU,2020-01-01,0
Lithuania,LTU,2020-01-02,0
Lithuania,LTU,2020-01-03,0
Lithuania,LTU,2020-01-04,0
Lithuania,LTU,2020-01-05,0
Lithuania,LTU,2020-01-06,0
Lithuania,LTU,2020-01-07,0
Lithuania,LTU,2020-01-08,0
Lithuania,LTU,2020-01-09,0
Lithuania,LTU,2020-01-10,0
Lithuania,LTU,2020-01-11,0
Lithuania,LTU,2020-01-12,0
Lithuania,LTU,2020-01-13,0
Lithuania,LTU,2020-01-14,0
Lithuania,LTU,2020-01-15,0
Lithuania,LTU,2020-01-16,0
Lithuania,LTU,2020-01-17,0
Lithuania,LTU,2020-01-18,0
Lithuania,LTU,2020-01-19,0
Lithuania,LTU,2020-01-20,0
Lithuania,LTU,2020-01-21,0
Lithuania,LTU,2020-01-22,0
Lithuania,LTU,2020-01-23,0
Lithuania,LTU,2020-01-24,0
Lithuania,LTU,2020-01-25,0
Lithuania,LTU,2020-01-26,0
Lithuania,LTU,2020-01-27,0
Lithuania,LTU,2020-01-28,0
Lithuania,LTU,2020-01-29,0
Lithuania,LTU,2020-01-30,0
Lithuania,LTU,2020-01-31,0
Lithuania,LTU,2020-02-01,0
Lithuania,LTU,2020-02-02,0
Lithuania,LTU,2020-02-03,0
Lithuania,LTU,2020-02-04,0
Lithuania,LTU,2020-02-05,0
Lithuania,LTU,2020-02-06,0
Lithuania,LTU,2020-02-07,0
Lithuania,LTU,2020-02-08,0
Lithuania,LTU,2020-02-09,0
Lithuania,LTU,2020-02-10,0
Lithuania,LTU,2020-02-11,0
Lithuania,LTU,2020-02-12,0
Lithuania,LTU,2020-02-13,0
Lithuania,LTU,2020-02-14,0
Lithuania,LTU,2020-02-15,0
Lithuania,LTU,2020-02-16,0
Lithuania,LTU,2020-02-17,0
Lithuania,LTU,2020-02-18,0
Lithuania,LTU,2020-02-19,0
Lithuania,LTU,2020-02-20,0
Lithuania,LTU,2020-02-21,0
Lithuania,LTU,2020-02-22,0
Lithuania,LTU,2020-02-23,0
Lithuania,LTU,2020-02-24,0
Lithuania,LTU,2020-02-25,0
Lithuania,LTU,2020-02-26,0
Lithuania,LTU,2020-02-27,0
Lithuania,LTU,2020-02-28,1
Lithuania,LTU,2020-02-29,1
Lithuania,LTU,2020-03-01,1
Lithuania,LTU,2020-03-02,1
Lithuania,LTU,2020-03-11,3
Lithuania,LTU,2020-03-12,3
Lithuania,LTU,2020-03-14,6
Lithuania,LTU,2020-03-15,9
Lithuania,LTU,2020-03-16,14
Lithuania,LTU,2020-03-17,17
Lithuania,LTU,2020-03-18,25
Lithuania,LTU,2020-03-19,33
Lithuania,LTU,2020-03-20,48
Lithuania,LTU,2020-03-21,69
Lithuania,LTU,2020-03-22,105
Lithuania,LTU,2020-03-23,143
Lithuania,LTU,2020-03-24,179
Lithuania,LTU,2020-03-25,209
Lithuania,LTU,2020-03-26,274
Lithuania,LTU,2020-03-27,299
Lithuania,LTU,2020-03-28,358
Lithuania,LTU,2020-03-29,394
Lithuania,LTU,2020-03-30,484
Lithuania,LTU,2020-03-31,484
Lithuania,LTU,2020-04-01,533
Lithuania,LTU,2020-04-02,581
Lithuania,LTU,2020-04-03,649
Lithuania,LTU,2020-04-04,771
Luxembourg,LUX,2019-12-31,0
Luxembourg,LUX,2020-01-01,0
Luxembourg,LUX,2020-01-02,0
Luxembourg,LUX,2020-01-03,0
Luxembourg,LUX,2020-01-04,0
Luxembourg,LUX,2020-01-05,0
Luxembourg,LUX,2020-01-06,0
Luxembourg,LUX,2020-01-07,0
Luxembourg,LUX,2020-01-08,0
Luxembourg,LUX,2020-01-09,0
Luxembourg,LUX,2020-01-10,0
Luxembourg,LUX,2020-01-11,0
Luxembourg,LUX,2020-01-12,0
Luxembourg,LUX,2020-01-13,0
Luxembourg,LUX,2020-01-14,0
Luxembourg,LUX,2020-01-15,0
Luxembourg,LUX,2020-01-16,0
Luxembourg,LUX,2020-01-17,0
Luxembourg,LUX,2020-01-18,0
Luxembourg,LUX,2020-01-19,0
Luxembourg,LUX,2020-01-20,0
Luxembourg,LUX,2020-01-21,0
Luxembourg,LUX,2020-01-22,0
Luxembourg,LUX,2020-01-23,0
Luxembourg,LUX,2020-01-24,0
Luxembourg,LUX,2020-01-25,0
Luxembourg,LUX,2020-01-26,0
Luxembourg,LUX,2020-01-27,0
Luxembourg,LUX,2020-01-28,0
Luxembourg,LUX,2020-01-29,0
Luxembourg,LUX,2020-01-30,0
Luxembourg,LUX,2020-01-31,0
Luxembourg,LUX,2020-02-01,0
Luxembourg,LUX,2020-02-02,0
Luxembourg,LUX,2020-02-03,0
Luxembourg,LUX,2020-02-04,0
Luxembourg,LUX,2020-02-05,0
Luxembourg,LUX,2020-02-06,0
Luxembourg,LUX,2020-02-07,0
Luxembourg,LUX,2020-02-08,0
Luxembourg,LUX,2020-02-09,0
Luxembourg,LUX,2020-02-10,0
Luxembourg,LUX,2020-02-11,0
Luxembourg,LUX,2020-02-12,0
Luxembourg,LUX,2020-02-13,0
Luxembourg,LUX,2020-02-14,0
Luxembourg,LUX,2020-02-15,0
Luxembourg,LUX,2020-02-16,0
Luxembourg,LUX,2020-02-17,0
Luxembourg,LUX,2020-02-18,0
Luxembourg,LUX,2020-02-19,0
Luxembourg,LUX,2020-02-20,0
Luxembourg,LUX,2020-02-21,0
Luxembourg,LUX,2020-02-22,0
Luxembourg,LUX,2020-02-23,0
Luxembourg,LUX,2020-02-24,0
Luxembourg,LUX,2020-02-25,0
Luxembourg,LUX,2020-02-26,0
Luxembourg,LUX,2020-02-27,0
Luxembourg,LUX,2020-02-28,0
Luxembourg,LUX,2020-02-29,0
Luxembourg,LUX,2020-03-01,1
Luxembourg,LUX,2020-03-02,1
Luxembourg,LUX,2020-03-07,3
Luxembourg,LUX,2020-03-09,5
Luxembourg,LUX,2020-03-11,7
Luxembourg,LUX,2020-03-12,7
Luxembourg,LUX,2020-03-13,26
Luxembourg,LUX,2020-03-14,38
Luxembourg,LUX,2020-03-16,77
Luxembourg,LUX,2020-03-17,81
Luxembourg,LUX,2020-03-18,140
Luxembourg,LUX,2020-03-19,210
Luxembourg,LUX,2020-03-20,345
Luxembourg,LUX,2020-03-21,484
Luxembourg,LUX,2020-03-22,670
Luxembourg,LUX,2020-03-23,798
Luxembourg,LUX,2020-03-24,875
Luxembourg,LUX,2020-03-25,1099
Luxembourg,LUX,2020-03-26,1333
Luxembourg,LUX,2020-03-27,1453
Luxembourg,LUX,2020-03-28,1605
Luxembourg,LUX,2020-03-29,1831
Luxembourg,LUX,2020-03-30,1950
Luxembourg,LUX,2020-03-31,1988
Luxembourg,LUX,2020-04-01,2178
Luxembourg,LUX,2020-04-02,2319
Luxembourg,LUX,2020-04-03,2487
Luxembourg,LUX,2020-04-04,2612
Macedonia,MKD,2019-12-31,0
Macedonia,MKD,2020-01-01,0
Macedonia,MKD,2020-01-02,0
Macedonia,MKD,2020-01-03,0
Macedonia,MKD,2020-01-04,0
Macedonia,MKD,2020-01-05,0
Macedonia,MKD,2020-01-06,0
Macedonia,MKD,2020-01-07,0
Macedonia,MKD,2020-01-08,0
Macedonia,MKD,2020-01-09,0
Macedonia,MKD,2020-01-10,0
Macedonia,MKD,2020-01-11,0
Macedonia,MKD,2020-01-12,0
Macedonia,MKD,2020-01-13,0
Macedonia,MKD,2020-01-14,0
Macedonia,MKD,2020-01-15,0
Macedonia,MKD,2020-01-16,0
Macedonia,MKD,2020-01-17,0
Macedonia,MKD,2020-01-18,0
Macedonia,MKD,2020-01-19,0
Macedonia,MKD,2020-01-20,0
Macedonia,MKD,2020-01-21,0
Macedonia,MKD,2020-01-22,0
Macedonia,MKD,2020-01-23,0
Macedonia,MKD,2020-01-24,0
Macedonia,MKD,2020-01-25,0
Macedonia,MKD,2020-01-26,0
Macedonia,MKD,2020-01-27,0
Macedonia,MKD,2020-01-28,0
Macedonia,MKD,2020-01-29,0
Macedonia,MKD,2020-01-30,0
Macedonia,MKD,2020-01-31,0
Macedonia,MKD,2020-02-01,0
Macedonia,MKD,2020-02-02,0
Macedonia,MKD,2020-02-03,0
Macedonia,MKD,2020-02-04,0
Macedonia,MKD,2020-02-05,0
Macedonia,MKD,2020-02-06,0
Macedonia,MKD,2020-02-07,0
Macedonia,MKD,2020-02-08,0
Macedonia,MKD,2020-02-09,0
Macedonia,MKD,2020-02-10,0
Macedonia,MKD,2020-02-11,0
Macedonia,MKD,2020-02-12,0
Macedonia,MKD,2020-02-13,0
Macedonia,MKD,2020-02-14,0
Macedonia,MKD,2020-02-15,0
Macedonia,MKD,2020-02-16,0
Macedonia,MKD,2020-02-17,0
Macedonia,MKD,2020-02-18,0
Macedonia,MKD,2020-02-19,0
Macedonia,MKD,2020-02-20,0
Macedonia,MKD,2020-02-21,0
Macedonia,MKD,2020-02-22,0
Macedonia,MKD,2020-02-23,0
Macedonia,MKD,2020-02-24,0
Macedonia,MKD,2020-02-25,0
Macedonia,MKD,2020-02-26,0
Macedonia,MKD,2020-02-27,1
Macedonia,MKD,2020-02-28,1
Macedonia,MKD,2020-02-29,1
Macedonia,MKD,2020-03-01,1
Macedonia,MKD,2020-03-02,1
Macedonia,MKD,2020-03-07,3
Macedonia,MKD,2020-03-11,7
Macedonia,MKD,2020-03-13,9
Macedonia,MKD,2020-03-14,13
Macedonia,MKD,2020-03-16,13
Macedonia,MKD,2020-03-17,19
Macedonia,MKD,2020-03-18,31
Macedonia,MKD,2020-03-19,42
Macedonia,MKD,2020-03-20,48
Macedonia,MKD,2020-03-21,70
Macedonia,MKD,2020-03-22,85
Macedonia,MKD,2020-03-23,114
Macedonia,MKD,2020-03-24,136
Macedonia,MKD,2020-03-25,148
Macedonia,MKD,2020-03-26,177
Macedonia,MKD,2020-03-27,201
Macedonia,MKD,2020-03-28,219
Macedonia,MKD,2020-03-29,241
Macedonia,MKD,2020-03-30,259
Macedonia,MKD,2020-03-31,285
Macedonia,MKD,2020-04-01,329
Macedonia,MKD,2020-04-02,354
Macedonia,MKD,2020-04-03,354
Macedonia,MKD,2020-04-04,430
Madagascar,MDG,2020-03-21,3
Madagascar,MDG,2020-03-22,3
Madagascar,MDG,2020-03-23,3
Madagascar,MDG,2020-03-24,17
Madagascar,MDG,2020-03-25,19
Madagascar,MDG,2020-03-26,19
Madagascar,MDG,2020-03-27,23
Madagascar,MDG,2020-03-28,24
Madagascar,MDG,2020-03-29,28
Madagascar,MDG,2020-03-30,37
Madagascar,MDG,2020-03-31,44
Madagascar,MDG,2020-04-01,46
Madagascar,MDG,2020-04-02,54
Madagascar,MDG,2020-04-03,59
Madagascar,MDG,2020-04-04,65
Malawi,MWI,2020-04-03,3
Malawi,MWI,2020-04-04,3
Malaysia,MYS,2019-12-31,0
Malaysia,MYS,2020-01-01,0
Malaysia,MYS,2020-01-02,0
Malaysia,MYS,2020-01-03,0
Malaysia,MYS,2020-01-04,0
Malaysia,MYS,2020-01-05,0
Malaysia,MYS,2020-01-06,0
Malaysia,MYS,2020-01-07,0
Malaysia,MYS,2020-01-08,0
Malaysia,MYS,2020-01-09,0
Malaysia,MYS,2020-01-10,0
Malaysia,MYS,2020-01-11,0
Malaysia,MYS,2020-01-12,0
Malaysia,MYS,2020-01-13,0
Malaysia,MYS,2020-01-14,0
Malaysia,MYS,2020-01-15,0
Malaysia,MYS,2020-01-16,0
Malaysia,MYS,2020-01-17,0
Malaysia,MYS,2020-01-18,0
Malaysia,MYS,2020-01-19,0
Malaysia,MYS,2020-01-20,0
Malaysia,MYS,2020-01-21,0
Malaysia,MYS,2020-01-22,0
Malaysia,MYS,2020-01-23,0
Malaysia,MYS,2020-01-24,0
Malaysia,MYS,2020-01-25,3
Malaysia,MYS,2020-01-26,4
Malaysia,MYS,2020-01-27,4
Malaysia,MYS,2020-01-28,4
Malaysia,MYS,2020-01-29,7
Malaysia,MYS,2020-01-30,7
Malaysia,MYS,2020-01-31,8
Malaysia,MYS,2020-02-01,8
Malaysia,MYS,2020-02-02,8
Malaysia,MYS,2020-02-03,8
Malaysia,MYS,2020-02-04,8
Malaysia,MYS,2020-02-05,10
Malaysia,MYS,2020-02-06,12
Malaysia,MYS,2020-02-07,14
Malaysia,MYS,2020-02-08,15
Malaysia,MYS,2020-02-09,16
Malaysia,MYS,2020-02-10,18
Malaysia,MYS,2020-02-11,18
Malaysia,MYS,2020-02-12,18
Malaysia,MYS,2020-02-13,18
Malaysia,MYS,2020-02-14,19
Malaysia,MYS,2020-02-15,21
Malaysia,MYS,2020-02-16,22
Malaysia,MYS,2020-02-17,22
Malaysia,MYS,2020-02-18,22
Malaysia,MYS,2020-02-19,22
Malaysia,MYS,2020-02-20,22
Malaysia,MYS,2020-02-21,22
Malaysia,MYS,2020-02-22,22
Malaysia,MYS,2020-02-23,22
Malaysia,MYS,2020-02-24,22
Malaysia,MYS,2020-02-25,22
Malaysia,MYS,2020-02-26,22
Malaysia,MYS,2020-02-27,22
Malaysia,MYS,2020-02-28,23
Malaysia,MYS,2020-02-29,25
Malaysia,MYS,2020-03-01,25
Malaysia,MYS,2020-03-02,29
Malaysia,MYS,2020-03-04,36
Malaysia,MYS,2020-03-05,50
Malaysia,MYS,2020-03-06,50
Malaysia,MYS,2020-03-07,83
Malaysia,MYS,2020-03-08,93
Malaysia,MYS,2020-03-09,99
Malaysia,MYS,2020-03-10,117
Malaysia,MYS,2020-03-11,129
Malaysia,MYS,2020-03-12,149
Malaysia,MYS,2020-03-13,158
Malaysia,MYS,2020-03-14,197
Malaysia,MYS,2020-03-15,238
Malaysia,MYS,2020-03-16,428
Malaysia,MYS,2020-03-17,553
Malaysia,MYS,2020-03-18,673
Malaysia,MYS,2020-03-19,790
Malaysia,MYS,2020-03-20,900
Malaysia,MYS,2020-03-21,1030
Malaysia,MYS,2020-03-22,1183
Malaysia,MYS,2020-03-23,1306
Malaysia,MYS,2020-03-24,1518
Malaysia,MYS,2020-03-25,1624
Malaysia,MYS,2020-03-26,1796
Malaysia,MYS,2020-03-27,2031
Malaysia,MYS,2020-03-28,2161
Malaysia,MYS,2020-03-29,2320
Malaysia,MYS,2020-03-30,2470
Malaysia,MYS,2020-03-31,2626
Malaysia,MYS,2020-04-01,2626
Malaysia,MYS,2020-04-02,2908
Malaysia,MYS,2020-04-03,3116
Malaysia,MYS,2020-04-04,3333
Maldives,MDV,2020-03-08,2
Maldives,MDV,2020-03-09,4
Maldives,MDV,2020-03-11,6
Maldives,MDV,2020-03-12,8
Maldives,MDV,2020-03-14,9
Maldives,MDV,2020-03-15,9
Maldives,MDV,2020-03-16,13
Maldives,MDV,2020-03-17,13
Maldives,MDV,2020-03-18,13
Maldives,MDV,2020-03-19,13
Maldives,MDV,2020-03-20,13
Maldives,MDV,2020-03-21,13
Maldives,MDV,2020-03-22,13
Maldives,MDV,2020-03-23,13
Maldives,MDV,2020-03-24,13
Maldives,MDV,2020-03-25,13
Maldives,MDV,2020-03-26,13
Maldives,MDV,2020-03-27,13
Maldives,MDV,2020-03-28,14
Maldives,MDV,2020-03-29,16
Maldives,MDV,2020-03-30,17
Maldives,MDV,2020-03-31,17
Maldives,MDV,2020-04-01,18
Maldives,MDV,2020-04-02,19
Maldives,MDV,2020-04-03,19
Maldives,MDV,2020-04-04,19
Mali,MLI,2020-03-26,2
Mali,MLI,2020-03-27,4
Mali,MLI,2020-03-28,4
Mali,MLI,2020-03-29,9
Mali,MLI,2020-03-30,18
Mali,MLI,2020-03-31,18
Mali,MLI,2020-04-01,18
Mali,MLI,2020-04-02,28
Mali,MLI,2020-04-03,36
Mali,MLI,2020-04-04,39
Malta,MLT,2020-03-08,3
Malta,MLT,2020-03-10,4
Malta,MLT,2020-03-12,6
Malta,MLT,2020-03-13,9
Malta,MLT,2020-03-14,12
Malta,MLT,2020-03-15,18
Malta,MLT,2020-03-16,21
Malta,MLT,2020-03-17,30
Malta,MLT,2020-03-18,38
Malta,MLT,2020-03-19,48
Malta,MLT,2020-03-20,53
Malta,MLT,2020-03-21,64
Malta,MLT,2020-03-22,73
Malta,MLT,2020-03-23,90
Malta,MLT,2020-03-24,107
Malta,MLT,2020-03-25,120
Malta,MLT,2020-03-26,129
Malta,MLT,2020-03-27,134
Malta,MLT,2020-03-28,139
Malta,MLT,2020-03-29,149
Malta,MLT,2020-03-30,151
Malta,MLT,2020-03-31,156
Malta,MLT,2020-04-01,167
Malta,MLT,2020-04-02,188
Malta,MLT,2020-04-03,195
Malta,MLT,2020-04-04,202
Mauritania,MRT,2020-03-15,1
Mauritania,MRT,2020-03-16,1
Mauritania,MRT,2020-03-17,1
Mauritania,MRT,2020-03-18,1
Mauritania,MRT,2020-03-19,1
Mauritania,MRT,2020-03-20,2
Mauritania,MRT,2020-03-21,2
Mauritania,MRT,2020-03-22,2
Mauritania,MRT,2020-03-23,2
Mauritania,MRT,2020-03-24,2
Mauritania,MRT,2020-03-25,2
Mauritania,MRT,2020-03-26,2
Mauritania,MRT,2020-03-27,3
Mauritania,MRT,2020-03-28,3
Mauritania,MRT,2020-03-29,5
Mauritania,MRT,2020-03-30,5
Mauritania,MRT,2020-03-31,5
Mauritania,MRT,2020-04-01,5
Mauritania,MRT,2020-04-02,5
Mauritania,MRT,2020-04-03,6
Mauritania,MRT,2020-04-04,6
Mauritius,MUS,2020-03-20,3
Mauritius,MUS,2020-03-21,12
Mauritius,MUS,2020-03-22,14
Mauritius,MUS,2020-03-23,28
Mauritius,MUS,2020-03-24,36
Mauritius,MUS,2020-03-25,42
Mauritius,MUS,2020-03-26,48
Mauritius,MUS,2020-03-27,81
Mauritius,MUS,2020-03-28,94
Mauritius,MUS,2020-03-29,102
Mauritius,MUS,2020-03-30,110
Mauritius,MUS,2020-03-31,128
Mauritius,MUS,2020-04-01,143
Mauritius,MUS,2020-04-02,154
Mauritius,MUS,2020-04-03,169
Mauritius,MUS,2020-04-04,186
Mexico,MEX,2019-12-31,0
Mexico,MEX,2020-01-01,0
Mexico,MEX,2020-01-02,0
Mexico,MEX,2020-01-03,0
Mexico,MEX,2020-01-04,0
Mexico,MEX,2020-01-05,0
Mexico,MEX,2020-01-06,0
Mexico,MEX,2020-01-07,0
Mexico,MEX,2020-01-08,0
Mexico,MEX,2020-01-09,0
Mexico,MEX,2020-01-10,0
Mexico,MEX,2020-01-11,0
Mexico,MEX,2020-01-12,0
Mexico,MEX,2020-01-13,0
Mexico,MEX,2020-01-14,0
Mexico,MEX,2020-01-15,0
Mexico,MEX,2020-01-16,0
Mexico,MEX,2020-01-17,0
Mexico,MEX,2020-01-18,0
Mexico,MEX,2020-01-19,0
Mexico,MEX,2020-01-20,0
Mexico,MEX,2020-01-21,0
Mexico,MEX,2020-01-22,0
Mexico,MEX,2020-01-23,0
Mexico,MEX,2020-01-24,0
Mexico,MEX,2020-01-25,0
Mexico,MEX,2020-01-26,0
Mexico,MEX,2020-01-27,0
Mexico,MEX,2020-01-28,0
Mexico,MEX,2020-01-29,0
Mexico,MEX,2020-01-30,0
Mexico,MEX,2020-01-31,0
Mexico,MEX,2020-02-01,0
Mexico,MEX,2020-02-02,0
Mexico,MEX,2020-02-03,0
Mexico,MEX,2020-02-04,0
Mexico,MEX,2020-02-05,0
Mexico,MEX,2020-02-06,0
Mexico,MEX,2020-02-07,0
Mexico,MEX,2020-02-08,0
Mexico,MEX,2020-02-09,0
Mexico,MEX,2020-02-10,0
Mexico,MEX,2020-02-11,0
Mexico,MEX,2020-02-12,0
Mexico,MEX,2020-02-13,0
Mexico,MEX,2020-02-14,0
Mexico,MEX,2020-02-15,0
Mexico,MEX,2020-02-16,0
Mexico,MEX,2020-02-17,0
Mexico,MEX,2020-02-18,0
Mexico,MEX,2020-02-19,0
Mexico,MEX,2020-02-20,0
Mexico,MEX,2020-02-21,0
Mexico,MEX,2020-02-22,0
Mexico,MEX,2020-02-23,0
Mexico,MEX,2020-02-24,0
Mexico,MEX,2020-02-25,0
Mexico,MEX,2020-02-26,0
Mexico,MEX,2020-02-27,0
Mexico,MEX,2020-02-28,0
Mexico,MEX,2020-02-29,2
Mexico,MEX,2020-03-01,4
Mexico,MEX,2020-03-02,5
Mexico,MEX,2020-03-09,7
Mexico,MEX,2020-03-12,11
Mexico,MEX,2020-03-13,16
Mexico,MEX,2020-03-14,26
Mexico,MEX,2020-03-15,41
Mexico,MEX,2020-03-16,53
Mexico,MEX,2020-03-17,82
Mexico,MEX,2020-03-18,93
Mexico,MEX,2020-03-19,118
Mexico,MEX,2020-03-20,164
Mexico,MEX,2020-03-21,203
Mexico,MEX,2020-03-22,251
Mexico,MEX,2020-03-23,316
Mexico,MEX,2020-03-24,367
Mexico,MEX,2020-03-25,405
Mexico,MEX,2020-03-26,475
Mexico,MEX,2020-03-27,585
Mexico,MEX,2020-03-28,717
Mexico,MEX,2020-03-29,848
Mexico,MEX,2020-03-30,993
Mexico,MEX,2020-03-31,1094
Mexico,MEX,2020-04-01,1215
Mexico,MEX,2020-04-02,1378
Mexico,MEX,2020-04-03,1378
Mexico,MEX,2020-04-04,1688
Moldova,MDA,2020-03-08,1
Moldova,MDA,2020-03-11,3
Moldova,MDA,2020-03-12,4
Moldova,MDA,2020-03-13,6
Moldova,MDA,2020-03-14,8
Moldova,MDA,2020-03-15,20
Moldova,MDA,2020-03-16,23
Moldova,MDA,2020-03-17,29
Moldova,MDA,2020-03-18,30
Moldova,MDA,2020-03-19,36
Moldova,MDA,2020-03-20,49
Moldova,MDA,2020-03-21,66
Moldova,MDA,2020-03-22,80
Moldova,MDA,2020-03-23,94
Moldova,MDA,2020-03-24,109
Moldova,MDA,2020-03-25,125
Moldova,MDA,2020-03-26,149
Moldova,MDA,2020-03-27,177
Moldova,MDA,2020-03-28,199
Moldova,MDA,2020-03-29,231
Moldova,MDA,2020-03-30,263
Moldova,MDA,2020-03-31,298
Moldova,MDA,2020-04-01,353
Moldova,MDA,2020-04-02,423
Moldova,MDA,2020-04-03,505
Moldova,MDA,2020-04-04,591
Monaco,MCO,2019-12-31,0
Monaco,MCO,2020-01-01,0
Monaco,MCO,2020-01-02,0
Monaco,MCO,2020-01-03,0
Monaco,MCO,2020-01-04,0
Monaco,MCO,2020-01-05,0
Monaco,MCO,2020-01-06,0
Monaco,MCO,2020-01-07,0
Monaco,MCO,2020-01-08,0
Monaco,MCO,2020-01-09,0
Monaco,MCO,2020-01-10,0
Monaco,MCO,2020-01-11,0
Monaco,MCO,2020-01-12,0
Monaco,MCO,2020-01-13,0
Monaco,MCO,2020-01-14,0
Monaco,MCO,2020-01-15,0
Monaco,MCO,2020-01-16,0
Monaco,MCO,2020-01-17,0
Monaco,MCO,2020-01-18,0
Monaco,MCO,2020-01-19,0
Monaco,MCO,2020-01-20,0
Monaco,MCO,2020-01-21,0
Monaco,MCO,2020-01-22,0
Monaco,MCO,2020-01-23,0
Monaco,MCO,2020-01-24,0
Monaco,MCO,2020-01-25,0
Monaco,MCO,2020-01-26,0
Monaco,MCO,2020-01-27,0
Monaco,MCO,2020-01-28,0
Monaco,MCO,2020-01-29,0
Monaco,MCO,2020-01-30,0
Monaco,MCO,2020-01-31,0
Monaco,MCO,2020-02-01,0
Monaco,MCO,2020-02-02,0
Monaco,MCO,2020-02-03,0
Monaco,MCO,2020-02-04,0
Monaco,MCO,2020-02-05,0
Monaco,MCO,2020-02-06,0
Monaco,MCO,2020-02-07,0
Monaco,MCO,2020-02-08,0
Monaco,MCO,2020-02-09,0
Monaco,MCO,2020-02-10,0
Monaco,MCO,2020-02-11,0
Monaco,MCO,2020-02-12,0
Monaco,MCO,2020-02-13,0
Monaco,MCO,2020-02-14,0
Monaco,MCO,2020-02-15,0
Monaco,MCO,2020-02-16,0
Monaco,MCO,2020-02-17,0
Monaco,MCO,2020-02-18,0
Monaco,MCO,2020-02-19,0
Monaco,MCO,2020-02-20,0
Monaco,MCO,2020-02-21,0
Monaco,MCO,2020-02-22,0
Monaco,MCO,2020-02-23,0
Monaco,MCO,2020-02-24,0
Monaco,MCO,2020-02-25,0
Monaco,MCO,2020-02-26,0
Monaco,MCO,2020-02-27,0
Monaco,MCO,2020-02-28,0
Monaco,MCO,2020-02-29,1
Monaco,MCO,2020-03-01,1
Monaco,MCO,2020-03-02,1
Monaco,MCO,2020-03-15,3
Monaco,MCO,2020-03-16,7
Monaco,MCO,2020-03-17,9
Monaco,MCO,2020-03-18,9
Monaco,MCO,2020-03-19,9
Monaco,MCO,2020-03-20,11
Monaco,MCO,2020-03-21,12
Monaco,MCO,2020-03-22,18
Monaco,MCO,2020-03-23,23
Monaco,MCO,2020-03-24,23
Monaco,MCO,2020-03-25,27
Monaco,MCO,2020-03-26,31
Monaco,MCO,2020-03-27,33
Monaco,MCO,2020-03-28,42
Monaco,MCO,2020-03-29,43
Monaco,MCO,2020-03-30,46
Monaco,MCO,2020-03-31,49
Monaco,MCO,2020-04-01,52
Monaco,MCO,2020-04-02,55
Monaco,MCO,2020-04-03,60
Monaco,MCO,2020-04-04,64
Mongolia,MNG,2020-03-10,1
Mongolia,MNG,2020-03-15,1
Mongolia,MNG,2020-03-18,4
Mongolia,MNG,2020-03-19,5
Mongolia,MNG,2020-03-20,5
Mongolia,MNG,2020-03-21,6
Mongolia,MNG,2020-03-22,10
Mongolia,MNG,2020-03-23,10
Mongolia,MNG,2020-03-24,10
Mongolia,MNG,2020-03-25,10
Mongolia,MNG,2020-03-26,10
Mongolia,MNG,2020-03-27,11
Mongolia,MNG,2020-03-28,11
Mongolia,MNG,2020-03-29,12
